arg1:String,arg2:String,confidence:String,context:String,context_rel:String,negated:String,passive:String,path:String,rel:String,sentence:String,tag:String,~from,~id,~to,~label
TPO,as migrates on SDS PAGE analysis as a closely spaced doublet,0.9058816630255875,"The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20]. TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22]. The multiplicity of N-terminal truncated forms of TPO contributing to the diversity of the polypeptide chain, and the flexibility observed for the hinge regions leading to an instable form of TPO, have made difficult to obtain high resolution diffracting crystals for three dimensional structural analysis.",,0.0,1.0,PMC1084359,to exist,"TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22].",TPO ,LIT=TPO,SAGQ134F53IDKT1QYLIJ==LIT=TPO_TO_LIT=doublet,LIT=doublet,Scientific Literature
a closely spaced doublet,from endogenous proteolysis,0.9052256377408016,"The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20]. TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22]. The multiplicity of N-terminal truncated forms of TPO contributing to the diversity of the polypeptide chain, and the flexibility observed for the hinge regions leading to an instable form of TPO, have made difficult to obtain high resolution diffracting crystals for three dimensional structural analysis.",,0.0,1.0,PMC1084359,derives,"TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22].",TPO ,LIT=doublet,410H8XB3T079RDOJOAJ7==LIT=doublet_TO_LIT=proteolysis,LIT=proteolysis,Scientific Literature
TPO,as multiple species on SDS PAGE analysis,0.8571777395282005,"The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20]. TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22]. The multiplicity of N-terminal truncated forms of TPO contributing to the diversity of the polypeptide chain, and the flexibility observed for the hinge regions leading to an instable form of TPO, have made difficult to obtain high resolution diffracting crystals for three dimensional structural analysis.",,0.0,1.0,PMC1084359,to exist,"TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22].",TPO ,LIT=TPO,JE1X3AK1QA78LZ3ESIGM==LIT=TPO_TO_LIT=analysis,LIT=analysis,Scientific Literature
TPO,as a closely spaced doublet,0.8310207140415478,"The three-dimensional structure of TPO, however, remains unknown, even though low resolution crystals have been obtained [19,20]. TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22]. The multiplicity of N-terminal truncated forms of TPO contributing to the diversity of the polypeptide chain, and the flexibility observed for the hinge regions leading to an instable form of TPO, have made difficult to obtain high resolution diffracting crystals for three dimensional structural analysis.",,0.0,1.0,PMC1084359,is known,"TPO is known to exist as multiple species and migrates on SDS PAGE analysis as a closely spaced doublet, which derives from endogenous proteolysis [21,22].",TPO ,LIT=TPO,F6GIQ1RNARZZZXYID2SO==LIT=TPO_TO_LIT=doublet,LIT=doublet,Scientific Literature
the only way to solve the three-dimensional structure of TPO,"to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab",0.9846270570307843,"The multiplicity of N-terminal truncated forms of TPO contributing to the diversity of the polypeptide chain, and the flexibility observed for the hinge regions leading to an instable form of TPO, have made difficult to obtain high resolution diffracting crystals for three dimensional structural analysis. Probably, the only way to solve the three-dimensional structure of TPO will be to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab. This strategy would be also greatly informative to define all residues involved in the interaction.",,0.0,1.0,PMC1084359,will be,"Probably, the only way to solve the three-dimensional structure of TPO will be to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab.",TPO ,LIT=TPO,QG4C2I55WI1OF6B0SXR0==LIT=TPO_TO_LIT=TPO/anti-TPO Fab,LIT=TPO/anti-TPO Fab,Scientific Literature
all residues,in the interaction,0.9030401971054747,"Probably, the only way to solve the three-dimensional structure of TPO will be to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab. This strategy would be also greatly informative to define all residues involved in the interaction. Nevertheless, because of the difficulty in obtaining diffracting crystals, other strategies, such as competition between anti-TPO aAbs, site-directed mutagenesis or construction of chimera, have been used to delineate B-cell autoepitopes on the TPO molecule [17,23].Figure 1 Ribbon diagram of the structure of human TPO.",,0.0,1.0,PMC1084359,involved,This strategy would be also greatly informative to define all residues involved in the interaction.,TPO ,LIT=residues,JLU645CZ2WKM9A3LKHIF==LIT=residues_TO_LIT=interaction,LIT=interaction,Scientific Literature
This strategy,all residues involved in the interaction,0.8872966301155124,"Probably, the only way to solve the three-dimensional structure of TPO will be to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab. This strategy would be also greatly informative to define all residues involved in the interaction. Nevertheless, because of the difficulty in obtaining diffracting crystals, other strategies, such as competition between anti-TPO aAbs, site-directed mutagenesis or construction of chimera, have been used to delineate B-cell autoepitopes on the TPO molecule [17,23].Figure 1 Ribbon diagram of the structure of human TPO.",,0.0,0.0,PMC1084359,to define,This strategy would be also greatly informative to define all residues involved in the interaction.,TPO ,LIT=strategy,I3B6TU8WHXKJARRL3DB5==LIT=strategy_TO_LIT=interaction,LIT=interaction,Scientific Literature
This strategy,also,0.9030401971054747,"Probably, the only way to solve the three-dimensional structure of TPO will be to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab. This strategy would be also greatly informative to define all residues involved in the interaction. Nevertheless, because of the difficulty in obtaining diffracting crystals, other strategies, such as competition between anti-TPO aAbs, site-directed mutagenesis or construction of chimera, have been used to delineate B-cell autoepitopes on the TPO molecule [17,23].Figure 1 Ribbon diagram of the structure of human TPO.",,0.0,1.0,PMC1084359,would be,This strategy would be also greatly informative to define all residues involved in the interaction.,TPO ,LIT=strategy,VV31SDLWHP3RKI7P9YDU==LIT=strategy_TO_LIT=also,LIT=also,Scientific Literature
This strategy,greatly informative to define all residues,0.9030401971054747,"Probably, the only way to solve the three-dimensional structure of TPO will be to ""freeze"" the molecule in a stable conformation by crystallizing a complex TPO/anti-TPO Fab. This strategy would be also greatly informative to define all residues involved in the interaction. Nevertheless, because of the difficulty in obtaining diffracting crystals, other strategies, such as competition between anti-TPO aAbs, site-directed mutagenesis or construction of chimera, have been used to delineate B-cell autoepitopes on the TPO molecule [17,23].Figure 1 Ribbon diagram of the structure of human TPO.",,0.0,1.0,PMC1084359,would be,This strategy would be also greatly informative to define all residues involved in the interaction.,TPO ,LIT=strategy,223XU4S0P32PVWIZ5JNG==LIT=strategy_TO_LIT=residues,LIT=residues,Scientific Literature
EGF - like ( residues 796841 ) domains,with a black arrow,0.957537172965877,"(Reproduced with permission 14). The MPO- (residues 142–733), CCP- (residues 739–795) and EGF-like (residues 796–841) domains are indicated with a black arrow. This representation corresponds to the juxtaposition of the three-dimensional model of each domain.3.",,0.0,1.0,PMC1084359,are indicated,"The MPO- (residues 142–733), CCP- (residues 739–795) and EGF-like (residues 796–841) domains are indicated with a black arrow.",TPO ,LIT=residues,B2PSJDW4APQOX92WVP7S==LIT=residues_TO_LIT=black arrow,LIT=black arrow,Scientific Literature
This representation,to the juxtaposition of the three-dimensional model of each domain.3,0.9372494423173455,"The MPO- (residues 142–733), CCP- (residues 739–795) and EGF-like (residues 796–841) domains are indicated with a black arrow. This representation corresponds to the juxtaposition of the three-dimensional model of each domain.3. Anti-TPO autoantibodies and immunodominant regionAnti-TPO aAbs are specific serological markers for diagnosing AITD.",,0.0,1.0,PMC1084359,corresponds,This representation corresponds to the juxtaposition of the three-dimensional model of each domain.3.,TPO ,LIT=representation,LIFDQSWCQHISB9VEP5BX==LIT=representation_TO_LIT=domain.3,LIT=domain.3,Scientific Literature
immunodominant regionAnti-TPO aAbs,specific serological markers for diagnosing AITD,0.9250606141558615,This representation corresponds to the juxtaposition of the three-dimensional model of each domain.3. Anti-TPO autoantibodies and immunodominant regionAnti-TPO aAbs are specific serological markers for diagnosing AITD. Anti-TPO aAbs are produced by B lymphocytes via a T cell-dependent mechanism.,,0.0,1.0,PMC1084359,are,Anti-TPO autoantibodies and immunodominant regionAnti-TPO aAbs are specific serological markers for diagnosing AITD.,TPO ,LIT=aAbs,CD2LSDG94TZC4LXKVL9M==LIT=aAbs_TO_LIT=AITD,LIT=AITD,Scientific Literature
Anti-TPO autoantibodies,specific serological markers for diagnosing AITD,0.9180804252893389,This representation corresponds to the juxtaposition of the three-dimensional model of each domain.3. Anti-TPO autoantibodies and immunodominant regionAnti-TPO aAbs are specific serological markers for diagnosing AITD. Anti-TPO aAbs are produced by B lymphocytes via a T cell-dependent mechanism.,,0.0,1.0,PMC1084359,are,Anti-TPO autoantibodies and immunodominant regionAnti-TPO aAbs are specific serological markers for diagnosing AITD.,TPO ,LIT=autoantibodies,WN5NY3J4DZX8S2BARY6W==LIT=autoantibodies_TO_LIT=AITD,LIT=AITD,Scientific Literature
anti-TPO aAbs,conformational epitopes that are highly dependent on the three-dimensional structure of the TPO molecule [2],0.8348236423698457,"Anti-TPO aAbs are produced by B lymphocytes via a T cell-dependent mechanism. Since several years, it is well known that anti-TPO aAbs recognize conformational epitopes that are highly dependent on the three-dimensional structure of the TPO molecule [2]. These TPO aAbs are known to be restricted to two immunodominant regions (IDR) containing different but adjacent surface epitope.","{'text': 'it is known', 'offsets': [[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36]]}",0.0,0.0,PMC1084359,recognize,"Since several years, it is well known that anti-TPO aAbs recognize conformational epitopes that are highly dependent on the three-dimensional structure of the TPO molecule [2].",TPO ,LIT=anti-TPO aAbs,L26CY6LVQ4MGCE9RE7KN==LIT=anti-TPO aAbs_TO_LIT=TPO molecule,LIT=TPO molecule,Scientific Literature
conformational epitopes,highly dependent on the three-dimensional structure of the TPO molecule,0.9382433616531214,"Anti-TPO aAbs are produced by B lymphocytes via a T cell-dependent mechanism. Since several years, it is well known that anti-TPO aAbs recognize conformational epitopes that are highly dependent on the three-dimensional structure of the TPO molecule [2]. These TPO aAbs are known to be restricted to two immunodominant regions (IDR) containing different but adjacent surface epitope.",,0.0,1.0,PMC1084359,are,"Since several years, it is well known that anti-TPO aAbs recognize conformational epitopes that are highly dependent on the three-dimensional structure of the TPO molecule [2].",TPO ,LIT=conformational epitopes,LL4IJCVYSCH5H3V7FV2U==LIT=conformational epitopes_TO_LIT=TPO molecule,LIT=TPO molecule,Scientific Literature
